information,LUMO,HOMO,298K_Atomization_Energy,Diatomic,Bond_length,Rotational_constant,0K_Enthalpy_of_formation,Electric_dipole_moment,Ionization_Energy,Polarizability,neighbor_A_n,neighbor_B_n,coordination_number_n,neighbor_A_2,neighbor_B_2,coordination_number_2,neighbor_A_3,neighbor_B_3,coordination_number_3,neighbor_A_4,neighbor_B_4,coordination_number_4,neighbor_A_5,neighbor_B_5,coordination_number_5,neighbor_A_6,neighbor_B_6,coordination_number_6,bulknn,local_electron_affinity_n,local_electron_affinity_2,local_electron_affinity_3,local_electron_affinity_4,local_electron_affinity_5,local_electron_affinity_6,atomic_number_A,atomic_radius_A,dbcenter_A,d_skew_A,db_filling_A,electron_affinity_A,dipole_polarizability_A,heat_of_formation_A,en_pauling_A,vdw_radius_A,ionenergies_A,Work_Function_A,273K_Thermal_Conductivity_A,class_transition_A,class_covalent_A,class_nonmetal_A,rd_A,Vsd2_A,inner_3s_A,inner_3p_A,inner_3d_A,inner_4s_A,inner_4p_A,inner_4d_A,inner_4f_A,inner_5s_A,inner_5p_A,inner_5d_A,inner_6s_A,outer_s_A,outer_p_A,outer_d_A,outer_f_A,atomic_number_B,atomic_radius_B,dbcenter_B,d_skew_BB,db_filling_B,electron_affinity_B,dipole_polarizability_B,heat_of_formation_B,en_pauling_B,vdw_radius_B,ionenergies_B,Work_Function_B,273K_Thermal_Conductivity_B,class_transition_B,class_covalent_B,class_nonmetal_B,rd_B,Vsd2_B,inner_3s_B,inner_3p_B,inner_3d_B,inner_4s_B,inner_4p_B,inner_4d_B,inner_4f_B,inner_5s_B,inner_5p_B,inner_5d_B,inner_6s_B,outer_s_B,outer_p_B,outer_d_B,outer_f_B,Adsorption Energy
Co2Sc2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,3,8.8,2,3,8.8,2,3,8.8,4,4,9.125,6,6,8.083333333,6,6,8.083333333,2.703432629,1.285370945,1.285370945,1.285370945,1.15087485,1.15087485,1.15087485,27,125,-2.248000961,0.273248244,0.940522289,0.66225646,57.71,426.7,1.88,200,7.88101,5,105,1,0,0,0.76,1.34,2,6,10,2,3,0,0,0,0,0,0,2,0,7,0,21,162,1.039495957,,,0.188,142.28,377.8,1.36,215,6.56149,3.5,15.7,1,0,0,1.24,7.9,2,6,10,2,3,0,0,0,0,0,0,2,0,1,0,-4.026031728
Au3Re1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,0,1,7,0,1,7,3,1,6.25,6,1,7.428571429,6,2,7.625,6,2,7.625,2.913978778,2,2,2.227271963,2.261782596,2.227271963,2.227271963,79,146,-3.611699503,0.381963433,0.968210706,2.30863,36.1,368.2,2.4,214,9.225553,5.285,319,1,0,0,1.01,3.35,2,6,10,2,6,10,0,2,6,0,0,1,0,10,14,75,137,0.036133191,0.011796183,0.554710365,0.15,65,774,1.9,216,7.83352,4.72,48.6,1,0,0,1.2,6.04,2,6,10,2,6,10,0,2,6,0,0,2,0,5,14,-2.706966154
Ni3Re1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,7.333333333,2,1,7.333333333,4,1,7.4,6,2,8.125,8,3,7.545454545,9,3,7.416666667,2.572474794,1.387762735,1.387762735,1.289948187,1.325793466,1.34241441,1.325793466,28,124,-1.704559039,0.257788923,0.92586843,1.156,51.1,430.1,1.91,197,7.639877,5.195,94.1,1,0,0,0.71,1.16,2,6,10,2,3,0,0,0,0,0,0,2,0,8,0,75,137,0.036133191,0.011796183,0.554710365,0.15,65,774,1.9,216,7.83352,4.72,48.6,1,0,0,1.2,6.04,2,6,10,2,6,10,0,2,6,0,0,2,0,5,14,-1.919413193
Al3V1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,6.333333333,2,1,6.333333333,4,1,6.4,6,2,7.375,6,2,7.375,9,3,6.916666667,2.748615222,0,0,0,0,0,0,13,143,-13.3075,,,0.43283,46,330.9,1.61,184,5.9857684,4.16,236,0,1,0,0.61,,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,23,134,0.959329207,0.057402396,0.409265156,0.525,97.34,515.5,1.63,207,6.746187,4.3,30.7,1,0,0,0.98,3.15,2,6,10,2,3,0,0,0,0,0,0,2,0,3,0,-1.150949563
Ag3Ta1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,7,2,1,7,3,1,6.75,6,1,7.714285714,6,2,7.875,8,3,7.363636364,2.970010764,1.502279202,1.502279202,1.449491714,1.384338418,1.449491714,1.46370155,47,144,-4.111983875,0.979922601,0.975906896,1.302,52.5,284.9,1.93,211,7.576234,4.5,429,1,0,0,0.89,2.26,2,6,10,2,6,0,0,0,0,0,0,1,0,10,0,73,149,2.06747,0.008732307,0.382570087,0.322,88,782,1.5,222,7.54957,4.4,57.4,1,0,0,1.34,9.05,2,6,10,2,6,10,0,2,6,0,0,2,0,3,14,-2.770677799
La2Tl2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,7,2,1,7,2,1,7,2,3,6.2,4,4,7.375,4,4,7.375,3.512013477,0.76162625,0.76162625,0.76162625,1.12061683,0.969535971,0.969535971,57,187,-0.090510573,,,0.47,210,431,1.1,243,5.5769,3.5,13.1,1,0,0,,,2,6,10,2,6,10,0,2,6,0,0,2,0,1,0,81,171,4.95989845,,,0.377,51.7,182.2,1.8,196,6.108287,3.84,46.9,0,1,0,0.6,,2,6,10,2,6,10,14,2,6,10,2,0,1,0,0,-2.695926495
Rh3Pt1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,2,7.2,6,2,7.875,6,2,7.875,9,3,7.25,2.747290387,1.137,1.137,1.425175268,1.309416615,1.309416615,1.309416615,45,134,-1.74842118,0.091325648,0.783981104,1.137,58,556,2.28,210,7.4589,4.98,151,1,0,0,0.99,3.32,2,6,10,2,6,0,0,0,0,0,0,1,0,8,0,78,139,-2.327119735,0.08504031,0.873081836,2.128,44,565.7,2.2,213,8.95883,5.525,71.7,1,0,0,1.04,3.9,2,6,10,2,6,10,0,2,6,0,0,1,0,9,14,-0.043813321
Nb3V1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,1,7.5,5,2,7.714285714,6,2,7.875,9,2,7.363636364,2.928919095,0.917406,0.917406,1.11475308,1.146216983,1.11475308,1.057064015,41,146,1.444067382,0.020573758,0.411448752,0.917406,106,733,1.6,218,6.75885,4.41,53.3,1,0,0,1.28,7.73,2,6,10,2,6,0,0,0,0,0,0,1,0,4,0,23,134,0.959329207,0.057402396,0.409265156,0.525,97.34,515.5,1.63,207,6.746187,4.3,30.7,1,0,0,0.98,3.15,2,6,10,2,3,0,0,0,0,0,0,2,0,3,0,-5.059490427
Rh2In2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,7,2,1,7,2,3,7.2,4,3,8,4,4,8.375,6,6,7.916666667,2.81892949,1.372514607,1.372514607,1.595593224,1.448358185,1.50797878,1.50797878,45,134,-1.74842118,0.091325648,0.783981104,1.137,58,556,2.28,210,7.4589,4.98,151,1,0,0,0.99,3.32,2,6,10,2,6,0,0,0,0,0,0,1,0,8,0,49,166,-14.78647093,41.50627285,0.998672595,0.3,68.7,243,1.78,193,5.7863552,4.09,83.7,0,0,1,0.63,,2,6,10,2,6,10,0,2,0,0,0,0,1,0,0,3.017618115
Sc2Re2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,7,2,1,7,2,2,6.75,4,3,8,4,4,8.125,6,6,7.583333333,2.74412566,0.413474342,0.413474342,0.613188389,0.517900001,0.613188389,0.613188389,21,162,1.039495957,,,0.188,142.28,377.8,1.36,215,6.56149,3.5,15.7,1,0,0,1.24,7.9,2,6,10,2,3,0,0,0,0,0,0,2,0,1,0,75,137,0.036133191,0.011796183,0.554710365,0.15,65,774,1.9,216,7.83352,4.72,48.6,1,0,0,1.2,6.04,2,6,10,2,6,10,0,2,6,0,0,2,0,5,14,-3.583150129
Ru3Cu1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,2,7.2,6,2,7.875,6,2,7.875,9,3,7.25,2.683644134,1.05,1.05,1.358706264,1.23352931,1.23352931,1.23352931,44,134,-1.190931237,0.042008199,0.671850929,1.05,65,650.6,2.2,213,7.3605,4.71,117,1,0,0,1.05,3.87,2,6,10,2,6,0,0,0,0,0,0,1,0,7,0,29,128,-2.39711738,0.402188038,0.946906307,1.235,46.5,337.4,1.9,196,7.72638,9.63,403,1,0,0,0.67,1,2,6,10,2,3,0,0,0,0,0,0,1,0,10,0,-2.01867624
Pd3Al1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,7,2,1,7,5,1,7.5,6,2,7.875,7,2,7.666666667,9,3,7.25,2.780322171,0.858026845,0.858026845,0.694414204,0.77189768,0.745153975,0.77189768,46,137,-1.753905178,0.280162074,0.909376186,0.562,32,376.6,2.2,210,8.33686,5.41,71.6,1,0,0,0.94,2.78,2,6,10,2,6,0,0,0,0,0,0,0,0,10,0,13,143,-13.3075,,,0.43283,46,330.9,1.61,184,5.9857684,4.16,236,0,1,0,0.61,,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2.523748096
Sn3Pb1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,1,3,0,1,3,0,1,6,1,1.285714286,6,2,1.125,6,3,1,3.48243093,1.112067,1.112067,1.112067,1.209330768,1.287821627,1.35237552,50,162,-21.76422189,66.68357887,0.999454261,1.112067,42.4,301.2,1.96,217,7.343917,4.42,68.2,0,0,1,0.59,,2,6,10,2,6,10,0,2,0,0,0,0,2,0,0,82,175,-2.199353318,-0.0015442,0.630894547,0.35674316,47.1,195.2,1.8,202,7.4166796,4.25,35.6,0,0,1,0.57,,2,6,10,2,6,10,14,2,6,10,2,0,2,0,0,2.332536423
Ag2Ta2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,1,2,7.666666667,0,2,8,2,2,7.25,3,4,8.285714286,4,4,8.375,5,4,8.111111111,2.840105641,1.733366206,2,1.61369142,1.663934144,1.61369142,1.575664964,47,144,-4.111983875,0.979922601,0.975906896,1.302,52.5,284.9,1.93,211,7.576234,4.5,429,1,0,0,0.89,2.26,2,6,10,2,6,0,0,0,0,0,0,1,0,10,0,73,149,2.06747,0.008732307,0.382570087,0.322,88,782,1.5,222,7.54957,4.4,57.4,1,0,0,1.34,9.05,2,6,10,2,6,10,0,2,6,0,0,2,0,3,14,-3.631364891
Cu2Mo2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,1,2,7.333333333,1,2,7.333333333,3,2,7.4,4,4,8.375,4,4,8.375,6,6,7.75,2.590989959,1.703108499,1.703108499,1.497656352,1.571623365,1.571623365,1.571623365,29,128,-2.39711738,0.402188038,0.946906307,1.235,46.5,337.4,1.9,196,7.72638,9.63,403,1,0,0,0.67,1,2,6,10,2,3,0,0,0,0,0,0,1,0,10,0,42,139,0.045964239,0.025550901,0.484172145,0.748,72.5,658.98,2.16,217,7.09243,4.655,139,1,0,0,1.2,6.62,2,6,10,2,6,0,0,0,0,0,0,1,0,5,0,-2.398403483
V2Bi2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,0,8,2,0,8,2,3,7,4,3,8.142857143,4,4,8.5,6,6,8,2.991839917,0.525,0.525,1.171336614,0.931330629,1.024695077,1.024695077,23,134,0.959329207,0.057402396,0.409265156,0.525,97.34,515.5,1.63,207,6.746187,4.3,30.7,1,0,0,0.98,3.15,2,6,10,2,3,0,0,0,0,0,0,2,0,3,0,83,170,0.130035485,,,0.942362,50,209.6,1.9,207,7.285516,4.31,8.2,0,0,1,0.57,,2,6,10,2,6,10,14,2,6,10,2,0,3,0,0,-2.158387104
Mn3Tc1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,7,2,1,7,4,1,7.2,6,2,7.875,8,3,7.363636364,9,3,7.25,2.585565037,,,,,,,25,135,-0.949293148,0.111907829,0.665069247,,66.8,283.3,1.55,205,7.434018,4.1,7.68,1,0,0,0.86,1.4,2,6,10,2,3,0,0,0,0,0,0,2,0,5,0,43,136,-0.281545688,,,0.55,80.4,678,2.1,216,7.119381,4.31,50.9,1,0,0,1.11,4.71,2,6,10,2,6,0,0,0,0,0,0,2,0,5,0,-2.766351461
Cu3Zr1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,7.333333333,2,1,7.333333333,4,1,7.4,6,2,8.25,6,2,8.25,9,3,7.583333333,2.802831782,1.45028928,1.45028928,1.360002057,1.393181559,1.393181559,1.393181559,29,128,-2.39711738,0.402188038,0.946906307,1.235,46.5,337.4,1.9,196,7.72638,9.63,403,1,0,0,0.67,1,2,6,10,2,3,0,0,0,0,0,0,1,0,10,0,40,160,1.77722146,0.017719717,0.289232383,0.426,121,610,1.33,223,6.6339,4.05,23.2,1,0,0,1.41,10.9,2,6,10,2,6,0,0,0,0,0,0,2,0,2,0,-0.916831796
Y3Ta1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,7,2,1,7,3,1,7.5,6,1,7.714285714,6,2,7.875,8,3,7.363636364,3.379284988,0.573370814,0.573370814,0.490468681,0.401244051,0.490468681,0.511810059,39,178,0.201342304,,,0.307,153,424.7,1.22,232,6.21726,3.1,17,1,0,0,1.58,17.3,2,6,10,2,6,0,0,0,0,0,0,2,0,1,0,73,149,2.06747,0.008732307,0.382570087,0.322,88,782,1.5,222,7.54957,4.4,57.4,1,0,0,1.34,9.05,2,6,10,2,6,10,0,2,6,0,0,2,0,3,14,-5.979329625
Co2Al2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,2,8,2,2,8,2,3,8.6,4,4,9.5,6,6,8.666666667,6,6,8.666666667,2.470442822,1.15087485,1.15087485,1.285370945,1.15087485,1.15087485,1.15087485,27,125,-2.248000961,0.273248244,0.940522289,0.66225646,57.71,426.7,1.88,200,7.88101,5,105,1,0,0,0.76,1.34,2,6,10,2,3,0,0,0,0,0,0,2,0,7,0,13,143,-13.3075,,,0.43283,46,330.9,1.61,184,5.9857684,4.16,236,0,1,0,0.61,,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,-0.034640092
V2Hf2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,3,8.8,2,3,8.8,2,3,8.8,4,4,9.625,6,6,8.75,6,6,8.75,2.845691148,1.171336614,1.171336614,1.171336614,1.024695077,1.024695077,1.024695077,23,134,0.959329207,0.057402396,0.409265156,0.525,97.34,515.5,1.63,207,6.746187,4.3,30.7,1,0,0,0.98,3.15,2,6,10,2,3,0,0,0,0,0,0,2,0,3,0,72,167,0.382039454,,,0.014,109,618.4,1.3,223,6.82507,3.9,23.3,1,0,0,1.44,11.9,2,6,10,2,6,10,0,2,6,0,0,2,0,2,14,-6.766267064
Hf3Mo1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,0,7,6,1,7.714285714,6,2,7.875,6,3,7.666666667,3.074187384,0.014,0.014,0.014,0.028442723,0.04840091,0.073186114,72,167,0.382039454,,,0.014,109,618.4,1.3,223,6.82507,3.9,23.3,1,0,0,1.44,11.9,2,6,10,2,6,10,0,2,6,0,0,2,0,2,14,42,139,0.045964239,0.025550901,0.484172145,0.748,72.5,658.98,2.16,217,7.09243,4.655,139,1,0,0,1.2,6.62,2,6,10,2,6,0,0,0,0,0,0,1,0,5,0,-6.073558021
La3Re1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,7,2,1,7,2,1,7,5,1,7.666666667,6,2,8.125,7,2,7.888888889,3.40791475,0.76162625,0.76162625,0.76162625,0.59830121,0.675042152,0.648426201,57,187,-0.090510573,,,0.47,210,431,1.1,243,5.5769,3.5,13.1,1,0,0,,,2,6,10,2,6,10,0,2,6,0,0,2,0,1,0,75,137,0.036133191,0.011796183,0.554710365,0.15,65,774,1.9,216,7.83352,4.72,48.6,1,0,0,1.2,6.04,2,6,10,2,6,10,0,2,6,0,0,2,0,5,14,-4.137084106
Zn2Rh2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,1,2,7.666666667,1,2,7.666666667,3,2,7.6,4,4,8.875,4,4,8.875,6,6,8.25,2.630302553,,,,,,,30,138,-7.679984508,9.50907044,0.995591587,,38.8,130.4,1.65,201,9.394199,4.265,117,0,1,0,0.59,0.46,2,6,10,2,3,0,0,0,0,0,0,2,0,10,0,45,134,-1.74842118,0.091325648,0.783981104,1.137,58,556,2.28,210,7.4589,4.98,151,1,0,0,0.99,3.32,2,6,10,2,6,0,0,0,0,0,0,1,0,8,0,1.0722039
Ta4Ta0N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,0,7,7,0,7.714285714,8,0,7.875,9,0,7.666666667,2.882945278,0.322,0.322,0.322,0.322,0.322,0.322,73,149,2.06747,0.008732307,0.382570087,0.322,88,782,1.5,222,7.54957,4.4,57.4,1,0,0,1.34,9.05,2,6,10,2,6,10,0,2,6,0,0,2,0,3,14,73,149,2.06747,0.008732307,0.382570087,0.322,88,782,1.5,222,7.54957,4.4,57.4,1,0,0,1.34,9.05,2,6,10,2,6,10,0,2,6,0,0,2,0,3,14,-6.250041805
In3Zr1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,6.333333333,2,1,6.333333333,2,1,6.333333333,4,1,6.4,6,2,7.375,8,3,7,3.209008172,0.564621617,0.564621617,0.564621617,0.438432765,0.482057051,0.503296185,49,166,-14.78647093,41.50627285,0.998672595,0.3,68.7,243,1.78,193,5.7863552,4.09,83.7,0,0,1,0.63,,2,6,10,2,6,10,0,2,0,0,0,0,1,0,0,40,160,1.77722146,0.017719717,0.289232383,0.426,121,610,1.33,223,6.6339,4.05,23.2,1,0,0,1.41,10.9,2,6,10,2,6,0,0,0,0,0,0,2,0,2,0,-0.048451502
Mo3La1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,6,1,7.857142857,6,1,7.857142857,6,3,8.111111111,9,3,7.583333333,3.027342978,0.748,0.748,0.860835048,0.860835048,1.038192125,0.956497187,42,139,0.045964239,0.025550901,0.484172145,0.748,72.5,658.98,2.16,217,7.09243,4.655,139,1,0,0,1.2,6.62,2,6,10,2,6,0,0,0,0,0,0,1,0,5,0,57,187,-0.090510573,,,0.47,210,431,1.1,243,5.5769,3.5,13.1,1,0,0,,,2,6,10,2,6,10,0,2,6,0,0,2,0,1,0,-3.668519043
Zr3Sc1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,7,2,1,7,2,1,7,5,2,7.714285714,6,2,7.875,7,2,7.666666667,3.206647567,0.713317805,0.713317805,0.713317805,0.662675846,0.627068086,0.600701306,40,160,1.77722146,0.017719717,0.289232383,0.426,121,610,1.33,223,6.6339,4.05,23.2,1,0,0,1.41,10.9,2,6,10,2,6,0,0,0,0,0,0,2,0,2,0,21,162,1.039495957,,,0.188,142.28,377.8,1.36,215,6.56149,3.5,15.7,1,0,0,1.24,7.9,2,6,10,2,3,0,0,0,0,0,0,2,0,1,0,-5.144686548
Cu3Ga1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,7,2,1,7,3,1,6.75,6,2,7.875,7,2,7.666666667,9,3,7.25,2.636174504,1.45028928,1.45028928,1.393181559,1.393181559,1.374649812,1.393181559,29,128,-2.39711738,0.402188038,0.946906307,1.235,46.5,337.4,1.9,196,7.72638,9.63,403,1,0,0,0.67,1,2,6,10,2,3,0,0,0,0,0,0,1,0,10,0,31,141,1.215936201,,,0.43,49.9,271.96,1.81,187,5.9993018,4.32,41,0,1,0,0.59,,2,6,10,2,3,0,0,0,0,0,0,2,1,10,0,3.118882831
Sc2Rh2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,8,2,1,8,2,3,8.4,4,3,9.142857143,4,4,9.375,6,6,8.583333333,2.80315207,0.413474342,0.413474342,0.776749777,0.517900001,0.613188389,0.613188389,21,162,1.039495957,,,0.188,142.28,377.8,1.36,215,6.56149,3.5,15.7,1,0,0,1.24,7.9,2,6,10,2,3,0,0,0,0,0,0,2,0,1,0,45,134,-1.74842118,0.091325648,0.783981104,1.137,58,556,2.28,210,7.4589,4.98,151,1,0,0,0.99,3.32,2,6,10,2,6,0,0,0,0,0,0,1,0,8,0,-0.754686779
Ir3Ga1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,2,7.2,6,2,7.875,6,2,7.875,9,3,7.25,2.749075124,1.5638,1.5638,1.725522885,1.663004428,1.663004428,1.663004428,77,136,-2.323498504,0.035275443,0.769138113,1.5638,51,669,2.2,213,8.96702,5.335,148,1,0,0,1.08,4.45,2,6,10,2,6,10,0,2,6,0,0,2,0,7,14,31,141,1.215936201,,,0.43,49.9,271.96,1.81,187,5.9993018,4.32,41,0,1,0,0.59,,2,6,10,2,3,0,0,0,0,0,0,2,1,10,0,-0.540325293
Zn3Fe1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,6.333333333,2,1,6.333333333,4,1,6.4,6,2,7.375,6,2,7.375,9,3,6.916666667,2.683582475,,,,,,,30,138,-7.679984508,9.50907044,0.995591587,,38.8,130.4,1.65,201,9.394199,4.265,117,0,1,0,0.59,0.46,2,6,10,2,3,0,0,0,0,0,0,2,0,10,0,26,126,-1.481436177,0.179259374,0.903397814,0.151,63.93,415.5,1.83,204,7.9024678,4.74,83.5,1,0,0,0.8,1.59,2,6,10,2,3,0,0,0,0,0,0,2,0,6,0,1.258202688
Re3Au1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,2,7.2,6,2,7.875,6,2,7.875,9,3,7.25,2.789418675,0.15,0.15,0.422733586,0.286632838,0.286632838,0.286632838,75,137,0.036133191,0.011796183,0.554710365,0.15,65,774,1.9,216,7.83352,4.72,48.6,1,0,0,1.2,6.04,2,6,10,2,6,10,0,2,6,0,0,2,0,5,14,79,146,-3.611699503,0.381963433,0.968210706,2.30863,36.1,368.2,2.4,214,9.225553,5.285,319,1,0,0,1.01,3.35,2,6,10,2,6,10,0,2,6,0,0,1,0,10,14,-2.911794948
Cd2Hg2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,3,2,1,3,2,2,3.25,4,3,3.285714286,4,4,3.375,6,6,3.583333333,3.31927301,,,,,,,48,154,-8.924266924,5.302432968,0.993751837,,49.65,111.8,1.69,218,8.993822,4.08,97.5,1,0,0,0.65,1.58,2,6,10,2,6,0,0,0,0,0,0,2,0,10,0,80,157,-5.13212651,,,,33.91,61.38,1.9,223,10.437504,4.475,7.82,0,0,1,0.66,2.64,2,6,10,2,6,10,0,2,6,0,0,2,0,10,14,4.732765245
Al2Ag2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,7,2,1,7,2,3,7.2,4,4,7.875,4,5,7.666666667,6,6,7.25,2.908741521,0,0,0,0,0,0,13,143,-13.3075,,,0.43283,46,330.9,1.61,184,5.9857684,4.16,236,0,1,0,0.61,,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,47,144,-4.111983875,0.979922601,0.975906896,1.302,52.5,284.9,1.93,211,7.576234,4.5,429,1,0,0,0.89,2.26,2,6,10,2,6,0,0,0,0,0,0,1,0,10,0,-0.21590029
Sc3Ga1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,1,7.5,3,2,7.2,6,2,7.875,9,2,7.363636364,3.096209658,0.188,0.188,0.339528227,0.484068372,0.339528227,0.288976067,21,162,1.039495957,,,0.188,142.28,377.8,1.36,215,6.56149,3.5,15.7,1,0,0,1.24,7.9,2,6,10,2,3,0,0,0,0,0,0,2,0,1,0,31,141,1.215936201,,,0.43,49.9,271.96,1.81,187,5.9993018,4.32,41,0,1,0,0.59,,2,6,10,2,3,0,0,0,0,0,0,2,1,10,0,-5.371407173
V3W1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,0,1,7,0,1,7,3,1,6.25,6,1,7.428571429,6,2,7.625,6,2,7.625,2.748727086,2,2,0.733460916,0.635536987,0.733460916,0.733460916,23,134,0.959329207,0.057402396,0.409265156,0.525,97.34,515.5,1.63,207,6.746187,4.3,30.7,1,0,0,0.98,3.15,2,6,10,2,3,0,0,0,0,0,0,2,0,3,0,74,141,0.27333538,0.010403395,0.46381165,0.81626,75,851,1.7,218,7.86403,4.77,177,1,0,0,1.27,7.27,2,6,10,2,6,10,0,2,6,0,0,2,0,4,14,0.516338186
Ni3Cd1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,2,7.2,6,2,7.875,9,2,7.363636364,9,3,7.25,2.658054649,1.156,1.156,1.439417236,1.325793466,1.277155217,1.325793466,28,124,-1.704559039,0.257788923,0.92586843,1.156,51.1,430.1,1.91,197,7.639877,5.195,94.1,1,0,0,0.71,1.16,2,6,10,2,3,0,0,0,0,0,0,2,0,8,0,48,154,-8.924266924,5.302432968,0.993751837,,49.65,111.8,1.69,218,8.993822,4.08,97.5,1,0,0,0.65,1.58,2,6,10,2,6,0,0,0,0,0,0,2,0,10,0,-0.57040394
Cd3Fe1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,5.666666667,2,1,5.666666667,4,1,6,6,2,6.875,6,2,6.875,8,3,6.636363636,3.016991784,,,,,,,48,154,-8.924266924,5.302432968,0.993751837,,49.65,111.8,1.69,218,8.993822,4.08,97.5,1,0,0,0.65,1.58,2,6,10,2,6,0,0,0,0,0,0,2,0,10,0,26,126,-1.481436177,0.179259374,0.903397814,0.151,63.93,415.5,1.83,204,7.9024678,4.74,83.5,1,0,0,0.8,1.59,2,6,10,2,3,0,0,0,0,0,0,2,0,6,0,1.720111848
W3Ag1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,2,7.2,6,2,7.875,6,2,7.875,9,3,7.25,2.845546403,0.81626,0.81626,1.168178226,1.021242512,1.021242512,1.021242512,74,141,0.27333538,0.010403395,0.46381165,0.81626,75,851,1.7,218,7.86403,4.77,177,1,0,0,1.27,7.27,2,6,10,2,6,10,0,2,6,0,0,2,0,4,14,47,144,-4.111983875,0.979922601,0.975906896,1.302,52.5,284.9,1.93,211,7.576234,4.5,429,1,0,0,0.89,2.26,2,6,10,2,6,0,0,0,0,0,0,1,0,10,0,-4.608749091
